freqO0C1	fluxO0C1	freqO0C2	fluxO0C2	freqO0C3	fluxO0C3	freqO1C1	fluxO1C1	freqO1C2	fluxO1C2	freqO1C3	fluxO1C3	freqO2C1	fluxO2C1	freqO2C2	fluxO2C2	freqO2C3	fluxO2C3	freqO3C1	fluxO3C1	freqO3C2	fluxO3C2	freqO3C3	fluxO3C3	freqO4C1	fluxO4C1	freqO4C2	fluxO4C2	freqO4C3	fluxO4C3	freqO5C1	fluxO5C1	freqO5C2	fluxO5C2	freqO5C3	fluxO5C3	freqO6C1	fluxO6C1	freqO6C2	fluxO6C2
1945.73610506		1960.21244332	0.91781028	1972.43113698		2015.44317865		2029.52478759		2042.89434620		2090.10303275		2104.68583151		2118.46009112		2170.39893399		2184.11629773		2200.02718168		2257.26500942		2272.99057347		2288.40096894		2351.24441414		2367.60283390		2383.15453495		2453.34478912		2470.48438788	
1945.74243306		1960.21848533	0.91788578	1972.43687498		2015.44972965		2029.53104160		2042.90028620		2090.10982075		2104.69231351		2118.46624613		2170.40597799		2184.12302373		2200.03357069		2257.27232842		2272.99756448		2288.40760795		2351.25203014		2367.61010790		2383.16144195		2453.35272813		2470.49197089	
1945.74876107		1960.22452733	0.91796026	1972.44261399		2015.45628066		2029.53729560		2042.90622621		2090.11660876		2104.69879552		2118.47240214		2170.41302200		2184.12975074		2200.03995870		2257.27964743		2273.00455448		2288.41424595		2351.25964515		2367.61738291		2383.16834896		2453.36066713		2470.49955289	
1945.75508907		1960.23056934	0.91803374	1972.44835199		2015.46283066		2029.54354861		2042.91216521		2090.12339676		2104.70527752		2118.47855714		2170.42006500		2184.13647674		2200.04634670		2257.28696543		2273.01154449		2288.42088396		2351.26726016		2367.62465692		2383.17525496		2453.36860614		2470.50713590	
1945.76141708		1960.23661134	0.99637091	1972.45409000		2015.46938167		2029.54980261		2042.91810522		2090.13018477		2104.71175853		2118.48471215		2170.42710901		2184.14320275		2200.05273471		2257.29428444		2273.01853449		2288.42752096		2351.27487516		2367.63193092		2383.18216097		2453.37654514		2470.51471791	
1945.76774508		1960.24265235	0.99629140	1972.45982800	0.91370454	2015.47593168	0.95364257	2029.55605562	0.96022894	2042.92404422		2090.13697278		2104.71823954		2118.49086615		2170.43415202		2184.14992775		2200.05912271		2257.30160245		2273.02552450		2288.43415897		2351.28248917		2367.63920493		2383.18906697		2453.38448315		2470.52229991	
1945.77407309		1960.24869435	0.98479251	1972.46556601	0.93633899	2015.48248168	0.96600547	2029.56230862	0.97367590	2042.92998323		2090.14375978		2104.72472054		2118.49702116		2170.44119602		2184.15665376		2200.06551072		2257.30892045		2273.03251450		2288.44079597		2351.29010417		2367.64647893		2383.19597298		2453.39242116		2470.52988192	
1945.78040110		1960.25473536	1.01755286	1972.47130401	0.90935201	2015.48903169	0.96304792	2029.56856263	0.96862980	2042.93592223	0.97759909	2090.15054679		2104.73120255		2118.50317616		2170.44823903		2184.16337877		2200.07189772		2257.31623846		2273.03950351		2288.44743298	3.37754491	2351.29771818		2367.65375294		2383.20287899		2453.40036016		2470.53746393	0.91366384
1945.78672810		1960.26077636	0.98093438	1972.47704202	0.94128446	2015.49558169	1.00191475	2029.57481563	0.93628791	2042.94186124	0.98323941	2090.15733479	1.05288519	2104.73768255	1.01309458	2118.50933017		2170.45528203		2184.17010477		2200.07828573	1.07255081	2257.32355646		2273.04649352		2288.45406998	13.99252665	2351.30533219		2367.66102695		2383.20978499		2453.40829817		2470.54504593	1.27455754
1945.79305611		1960.26681737	0.99644137	1972.48277902	0.93887116	2015.50213170	0.95711152	2029.58106764	0.98059399	2042.94780024	0.98740701	2090.16412180	1.02083004	2104.74416356	0.97929284	2118.51548417		2170.46232504		2184.17682978		2200.08467273	0.99191784	2257.33087447		2273.05348252		2288.46070699	1.04434445	2351.31294719		2367.66829995		2383.21669000		2453.41623518		2470.55262694	0.65235686
1945.79938311		1960.27285837	1.01280394	1972.48851703	0.90966249	2015.50868170	0.98006264	2029.58732064	0.96517318	2042.95373925	0.99407368	2090.17090880	1.01603883	2104.75064456	1.01192573	2118.52163818		2170.46936805		2184.18355478		2200.09105974	1.01042667	2257.33819148		2273.06047153		2288.46734400	0.97375064	2351.32056120		2367.67557296		2383.22359500		2453.42417318		2470.56020794	1.01069816
1945.80571012		1960.27889938	0.99587670	1972.49425403	0.96304671	2015.51523071	0.96697406	2029.59357365	0.98148596	2042.95967725	0.97762017	2090.17769481	1.01059740	2104.75712457	1.01512525	2118.52779218		2170.47641105		2184.19027979		2200.09744674	0.98686045	2257.34550948		2273.06746053		2288.47398100	1.05384631	2351.32817421		2367.68284596		2383.23050001		2453.43211119		2470.56778895	0.99122237
1945.81203712		1960.28493938	1.00187375	1972.49999104	0.94843604	2015.52178071	0.99753620	2029.59982565	1.00365086	2042.96561526	1.01058881	2090.18448182	1.01821911	2104.76360457	1.00721773	2118.53394619		2170.48345306		2184.19700479		2200.10383375	0.99948240	2257.35282649	0.99951632	2273.07444954		2288.48061701	0.96957313	2351.33578821		2367.69011897		2383.23740502		2453.44004820		2470.57536996	1.10328570
1945.81836413		1960.29098039	1.00751650	1972.50572804	0.93558186	2015.52832972	0.98462266	2029.60607866	0.94918618	2042.97155426	0.97742580	2090.19126882	1.00206252	2104.77008558	1.00499023	2118.54009919		2170.49049506		2184.20372880		2200.11021975	0.99674683	2257.36014349	0.98468795	2273.08143855		2288.48725301	1.02330815	2351.34340222		2367.69739198		2383.24431002		2453.44798520		2470.58295096	0.89451889
1945.82469113		1960.29702039	1.00661563	1972.51146505	0.95480587	2015.53487872	1.00060031	2029.61233066	0.98316355	2042.97749227	0.98099944	2090.19805483	1.03229645	2104.77656558	1.01709333	2118.54625320		2170.49753807		2184.21045380		2200.11660676	1.02126479	2257.36746050	0.96393070	2273.08842655	1.02874186	2288.49388902	1.01397018	2351.35101522		2367.70466398		2383.25121503		2453.45592221		2470.59053197	0.84284588
1945.83101814		1960.30306040	0.98939750	1972.51720105	0.91879318	2015.54142773	0.98957204	2029.61858267	0.98634164	2042.98343027	0.98745578	2090.20484083	1.02396884	2104.78304559	1.01257109	2118.55240620		2170.50458008		2184.21717781		2200.12299276	0.97295047	2257.37477751	1.00721062	2273.09541556	1.00840818	2288.50052502	1.00810559	2351.35862823	1.00763255	2367.71193699		2383.25811903		2453.46385922		2470.59811198	0.97220315
1945.83734414		1960.30910140	0.99547307	1972.52293806	0.95949716	2015.54797674	1.00849479	2029.62483467	0.99364106	2042.98936728	0.98772189	2090.21162684	1.03979976	2104.78952459	1.00719025	2118.55855921		2170.51162208		2184.22390182		2200.12937877	1.01800803	2257.38209451	1.01764741	2273.10240356	0.98441438	2288.50716103	1.01575958	2351.36624124	1.03239428	2367.71920899		2383.26502304		2453.47179622		2470.60569198	0.96953960
1945.84367015		1960.31514041	1.00299606	1972.52867406	0.95733114	2015.55452574	0.98364829	2029.63108568	0.99367727	2042.99530528	0.99099716	2090.21841284	1.00596574	2104.79600460	0.99029009	2118.56471221		2170.51866409		2184.23062582		2200.13576477	0.99908511	2257.38941152	0.99866399	2273.10939157	1.02644053	2288.51379703	0.98389344	2351.37385424	0.99733437	2367.72648100		2383.27192704		2453.47973323	0.94477555	2470.61327199	0.83618264
1945.84999715		1960.32118041	0.99785156	1972.53441007	0.96344130	2015.56107475	0.99840923	2029.63733768	0.97993449	2043.00124229	0.97658862	2090.22519885	1.01164561	2104.80248361	1.01921719	2118.57086522		2170.52570509		2184.23734983		2200.14215078	1.03398268	2257.39672753	0.98682132	2273.11637957	0.98908070	2288.52043204	1.06285923	2351.38146725	1.01488963	2367.73375301	1.04636801	2383.27883105		2453.48766924	0.90810022	2470.62085200	1.19170735
1945.85632316		1960.32722042	0.99782337	1972.54014607	0.96490747	2015.56762275	1.00243090	2029.64358869	0.97405702	2043.00718029	0.98021155	2090.23198486	0.99479866	2104.80896361	0.94573068	2118.57701822		2170.53274710		2184.24407283		2200.14853579	1.02423728	2257.40404453	0.99575231	2273.12336758	1.03031799	2288.52706705	0.98003268	2351.38908026	0.99903511	2367.74102501	1.00328423	2383.28573506		2453.49560524	0.96979441	2470.62843200	0.98617436
1945.86264916		1960.33326042	0.97185324	1972.54588208	0.98295205	2015.57417076	1.02135747	2029.64984070	1.00245394	2043.01311730	0.99298676	2090.23877086	1.01506295	2104.81544262	1.01449623	2118.58317023		2170.53978810		2184.25079684		2200.15492179	1.02797088	2257.41136054	1.01504606	2273.13035459	0.99785540	2288.53370305	1.01489881	2351.39669226	0.99953094	2367.74829602	1.00117743	2383.29263806		2453.50354125	1.04385955	2470.63601201	1.00086508
1945.86897517		1960.33929943	1.00597043	1972.55161808	0.97345276	2015.58071976	0.97595503	2029.65609170	0.98891100	2043.01905430	1.01331904	2090.24555587	1.01707875	2104.82192162	0.99084946	2118.58932223		2170.54683011	0.99755262	2184.25751984		2200.16130680	1.09076841	2257.41867654	0.99827896	2273.13734259	1.02886662	2288.54033806	0.99241165	2351.40430427	1.03858524	2367.75556802	0.98640982	2383.29954207	0.98112177	2453.51147726	1.05467643	2470.64359101	0.97543106
1945.87530117		1960.34533843	0.99767038	1972.55735409	0.98052798	2015.58726777	0.98426686	2029.66234271	0.97725051	2043.02499031	0.98286950	2090.25234087	1.01537561	2104.82840063	1.00739692	2118.59547524		2170.55387112	1.00211641	2184.26424385		2200.16769180		2257.42599255	0.99306779	2273.14432960	1.03688216	2288.54697206	1.02007718	2351.41191728	0.98993516	2367.76283903	0.96896241	2383.30644507	0.94204646	2453.51941326	0.91456069	2470.65117102	0.93370405
1945.88162618		1960.35137744	1.00509674	1972.56308909	0.97190641	2015.59381577	1.00546373	2029.66859371	0.95488286	2043.03092731	0.99714381	2090.25912688	0.98316390	2104.83487863	0.99075581	2118.60162724	0.96819750	2170.56091212	1.02187576	2184.27096686		2200.17407681		2257.43330856	1.02125541	2273.15131660	0.98079209	2288.55360707	0.99166973	2351.41952928	0.99351017	2367.77011004	1.00405705	2383.31334808	1.03062521	2453.52734927	1.10495825	2470.65875003	0.94846367
1945.88795219		1960.35741644	0.98330381	1972.56882409	0.97918527	2015.60036378	1.00766462	2029.67484472	0.99524784	2043.03686432	0.99563192	2090.26591188	0.98506907	2104.84135764	0.99080766	2118.60777925	0.98385431	2170.56795313	1.01324506	2184.27768986		2200.18046181		2257.44062356	1.00117491	2273.15830361	0.97989200	2288.56024107	1.03913836	2351.42714129	0.98868308	2367.77738104	1.00532187	2383.32025108	0.97773611	2453.53528428	0.93362289	2470.66632903	0.90682949
1945.89427719		1960.36345545	1.00752355	1972.57455910	0.97600574	2015.60691078	1.00849551	2029.68109472	0.97172328	2043.04280032	0.99733485	2090.27269689	1.02628746	2104.84783564	1.02230503	2118.61393025	0.99732730	2170.57499313	1.00528620	2184.28441187		2200.18684682		2257.44793957	1.02422318	2273.16529062	0.98582713	2288.56687608	0.96852350	2351.43475229	0.97992778	2367.78465205	1.00396900	2383.32715309	0.96907316	2453.54322028	1.00932271	2470.67390704	0.98965038
1945.90060220		1960.36949445	1.00683708	1972.58029410	1.00890215	2015.61345879	0.98401743	2029.68734573	1.00290523	2043.04873633	0.97514274	2090.27948089	0.98800878	2104.85431465	1.00290911	2118.62008226	1.00326484	2170.58203414	0.99079679	2184.29113487		2200.19323082		2257.45525457	1.00086428	2273.17227662	1.00149638	2288.57351008	1.05034150	2351.44236430	0.99387783	2367.79192306	1.01208656	2383.33405610	0.96978249	2453.55115529	0.89355087	2470.68148605	0.98305931
