freqO0C1	fluxO0C1	freqO0C2	fluxO0C2	freqO0C3	fluxO0C3	freqO1C1	fluxO1C1	freqO1C2	fluxO1C2	freqO1C3	fluxO1C3	freqO2C1	fluxO2C1	freqO2C2	fluxO2C2	freqO2C3	fluxO2C3	freqO3C1	fluxO3C1	freqO3C2	fluxO3C2	freqO3C3	fluxO3C3	freqO4C1	fluxO4C1	freqO4C2	fluxO4C2	freqO4C3	fluxO4C3	freqO5C1	fluxO5C1	freqO5C2	fluxO5C2	freqO5C3	fluxO5C3	freqO6C1	fluxO6C1	freqO6C2	fluxO6C2
1951.44132539	1.01120293	1964.78980966	0.95458326	1977.42472380	0.98336333	2021.16532166	1.01504129	2034.98753471	0.97795088	2048.06445675	0.97206612	2096.04000093	1.00177943	2110.35232806	1.01053471	2123.91762176	0.99381775	2176.64840235	1.00116800	2191.47673399	1.00359424	2205.59317974	0.99780654	2263.68636956	1.02284145	2279.11747403	0.99567374	2293.76110548	0.97686407	2357.93334904	0.97223684	2373.99337029	1.00416858	2389.23190386	1.00475065	2460.34507816	0.99836188	2477.05715351	1.02721295
1951.44753739	1.00739399	1964.79572866	0.95772755	1977.43033080	0.98009070	2021.17175166	1.01297923	2034.99365871	0.97489690	2048.07026175	0.97461908	2096.04666493	1.00349688	2110.35867806	0.99421093	2123.92362476	0.99924383	2176.65531835	1.00147001	2191.48330799	1.00384093	2205.59942274	0.99582722	2263.69355656	1.02007833	2279.12432203	0.99710991	2293.76759448	0.97094844	2357.94083004	0.97325637	2374.00049929	0.98747410	2389.23865686	0.99877643	2460.35287616	0.99204855	2477.06458351	1.03028079
1951.45374939	1.00124114	1964.80164666	0.96601094	1977.43593780	0.99799892	2021.17818266	1.01040321	2034.99978271	0.97547509	2048.07606575	0.98668938	2096.05332893	0.99780809	2110.36502706	1.00109098	2123.92962676	1.00471100	2176.66223335	1.00146264	2191.48988099	0.99833261	2205.60566674	0.99523272	2263.70074256	1.01641219	2279.13116903	0.98754629	2293.77408448	0.97007631	2357.94831104	0.97369962	2374.00762729	0.99628156	2389.24540986	1.00889587	2460.36067316	1.00284092	2477.07201351	1.03190370
1951.45996139	1.00814849	1964.80756466	0.95940566	1977.44154480	0.99613338	2021.18461266	1.00959772	2035.00590671	0.98401942	2048.08186975	0.98358427	2096.05999193	1.00015113	2110.37137706	1.01047948	2123.93562876	0.99252387	2176.66914935	1.00517936	2191.49645499	1.00141427	2205.61190974	0.99221041	2263.70792856	1.01865991	2279.13801603	1.00381156	2293.78057448	0.98177479	2357.95579204	0.97557893	2374.01475529	1.00995736	2389.25216286	0.99845624	2460.36847016	0.98333762	2477.07944351	1.02952275
1951.46617339	1.00100676	1964.81348266	0.94208426	1977.44715180	0.97852426	2021.19104266	1.00511579	2035.01203071	0.98163394	2048.08767375	0.99406231	2096.06665593	0.99791341	2110.37772606	1.00812391	2123.94163076	0.99505781	2176.67606435	1.00107044	2191.50302799	1.00335439	2205.61815274	0.99593210	2263.71511456	1.01903786	2279.14486303	1.00368940	2293.78706348	0.98738308	2357.96327304	0.97357317	2374.02188329	1.01419080	2389.25891586	0.99495007	2460.37626716	1.00049980	2477.08687251	1.01083432
1951.47238539	1.00415540	1964.81940066	0.96657741	1977.45275880	0.98148102	2021.19747266	1.00486443	2035.01815471	0.97449625	2048.09347775	0.98115675	2096.07331893	0.99526113	2110.38407506	1.01083974	2123.94763276	0.99377006	2176.68298035	1.00169941	2191.50960099	0.99632319	2205.62439574	0.98600315	2263.72230056	1.01882853	2279.15171003	1.00532439	2293.79355248	0.98311957	2357.97075304	0.97140371	2374.02901129	1.00860696	2389.26566886	0.98713304	2460.38406316	1.00336159	2477.09430251	1.01300619
1951.47859739	1.00112316	1964.82531866	0.96052025	1977.45836480	0.99510953	2021.20390266	1.00682039	2035.02427771	0.97286191	2048.09928175	1.00071811	2096.07998193	0.99980903	2110.39042406	1.00832077	2123.95363376	0.99331219	2176.68989535	1.00876541	2191.51617399	1.00536615	2205.63063874	1.00391547	2263.72948556	1.01736141	2279.15855603	0.99888982	2293.80004148	0.99334576	2357.97823404	0.96341806	2374.03613929	0.98803948	2389.27242086	0.99634566	2460.39186016	0.99308268	2477.10173151	1.01356764
1951.48480939	1.00135278	1964.83123666	0.95433315	1977.46397180	0.97950305	2021.21033266	1.00249785	2035.03040171	0.98399367	2048.10508475	1.00147332	2096.08664493	1.00270838	2110.39677306	1.00770196	2123.95963576	0.99395837	2176.69681035	0.99652107	2191.52274699	1.00290523	2205.63688174	1.00283735	2263.73667156	1.01516247	2279.16540303	1.00011510	2293.80653048	0.98301212	2357.98571404	0.96429453	2374.04326629	1.00078950	2389.27917286	0.98760175	2460.39965616	1.00096809	2477.10916051	1.03449350
1951.49102039	1.01041642	1964.83715366	0.95348925	1977.46957780	0.98565648	2021.21676166	1.00069751	2035.03652471	0.99329496	2048.11088875	0.99792741	2096.09330793	1.00954981	2110.40312106	1.00830330	2123.96563676	0.99641031	2176.70372435	1.00297651	2191.52931999	0.99661004	2205.64312374	1.00540603	2263.74385656	1.01328023	2279.17224903	0.99153802	2293.81301848	0.99412246	2357.99319404	0.97609026	2374.05039429	1.00047086	2389.28592486	0.99525835	2460.40745216	1.00109492	2477.11658951	1.01047942
1951.49723239	1.00561153	1964.84307166	0.95941039	1977.47518380	0.98423036	2021.22319166	0.98943864	2035.04264771	0.99388624	2048.11669175	0.99516648	2096.09997093	1.00409530	2110.40947006	1.00226249	2123.97163776	1.01559259	2176.71063935	1.00124254	2191.53589199	1.00279422	2205.64936674	0.99591930	2263.75104156	1.01752155	2279.17909503	0.99225401	2293.81950748	0.99552355	2358.00067404	0.98276746	2374.05752129	1.00190451	2389.29267686	0.97722215	2460.41524816	1.00468610	2477.12401851	1.01719269
1951.50344339	1.01014852	1964.84898866	0.95509095	1977.48078980	0.98890224	2021.22962066	0.98507573	2035.04877071	0.98646991	2048.12249475	0.99214805	2096.10663393	1.00509960	2110.41581806	1.01541285	2123.97763876	1.00122213	2176.71755435	1.00408265	2191.54246499	1.00131415	2205.65560874	0.99532175	2263.75822656	1.00129166	2279.18594103	1.00218733	2293.82599548	0.97729938	2358.00815304	0.98642201	2374.06464829	0.99944883	2389.29942886	0.98250303	2460.42304416	1.00498248	2477.13144651	1.02120067
