freqO0C1	fluxO0C1	freqO0C2	fluxO0C2	freqO0C3	fluxO0C3	freqO1C1	fluxO1C1	freqO1C2	fluxO1C2	freqO1C3	fluxO1C3	freqO2C1	fluxO2C1	freqO2C2	fluxO2C2	freqO2C3	fluxO2C3	freqO3C1	fluxO3C1	freqO3C2	fluxO3C2	freqO3C3	fluxO3C3	freqO4C1	fluxO4C1	freqO4C2	fluxO4C2	freqO4C3	fluxO4C3	freqO5C1	fluxO5C1	freqO5C2	fluxO5C2	freqO5C3	fluxO5C3	freqO6C1	fluxO6C1	freqO6C2	fluxO6C2
1945.92130586		1959.51618244		1972.43011483		2015.45157684		2029.53394723		2042.94644781	0.97153556	2090.11994080		2104.70460356		2118.58045828		2170.51710657		2185.65753640		2200.02707220		2257.30204618		2273.03355283		2287.98100035		2351.29301763		2367.65712750		2383.21746564		2453.46200224		2470.45391599	
1945.92763086		1959.52222144		1972.43584983		2015.45812484		2029.54019823		2042.95238281	0.97303182	2090.12672480		2104.71108156		2118.58659928		2170.52414557		2185.66425740		2200.03345720		2257.30936118		2273.04053883		2287.98763635		2351.30063063		2367.66439950		2383.22437064		2453.46993724	0.98442575	2470.46149699	
1945.93395586	1.36878360	1959.52826044		1972.44158583		2015.46467184		2029.54644923		2042.95831881	0.96828586	2090.13350980		2104.71755956		2118.59274028		2170.53118457		2185.67097740		2200.03984120		2257.31667618		2273.04752383		2287.99427235		2351.30824463		2367.67167250		2383.23127464		2453.47787224	0.97978262	2470.46907799	
1945.94028086	1.09819471	1959.53429844		1972.44732083		2015.47121984	0.88659075	2029.55269922	0.90819957	2042.96425381	0.97486420	2090.14029380		2104.72403756		2118.59888128	0.96473913	2170.53822357	1.01192353	2185.67769840	0.97860539	2200.04622520		2257.32399018		2273.05450983		2288.00090835		2351.31585763		2367.67894450		2383.23817864		2453.48580724	0.98791247	2470.47665899	
1945.94660586	1.05158378	1959.54033744	1.29412016	1972.45305683	0.82756175	2015.47776684	0.90423796	2029.55895022	0.90549729	2042.97018881	0.96998531	2090.14707780	0.97685615	2104.73051456		2118.60502128	0.96516368	2170.54526257	0.99829821	2185.68441940	0.97996857	2200.05260920		2257.33130418		2273.06149483		2288.00754435		2351.32347063		2367.68621650		2383.24508364		2453.49374224	0.97512737	2470.48423999	
1945.95292986	1.06244203	1959.54637644	1.27278084	1972.45879183	0.81662887	2015.48431384	0.90367972	2029.56520022	0.90715990	2042.97612281	0.98168074	2090.15386180	0.97465651	2104.73699256	0.90364469	2118.61116228	0.97232029	2170.55230057	1.00782717	2185.69113940	0.98444020	2200.05899220		2257.33861818		2273.06848083		2288.01418035		2351.33108363		2367.69348850		2383.25198764		2453.50167624	0.96700758	2470.49181999	
1945.95925486	1.05759295	1959.55241444	1.26001156	1972.46452683	0.81487726	2015.49086084	0.91815126	2029.57145023	0.91112958	2042.98205781	0.97548851	2090.16064580	0.98445321	2104.74346956	0.90519757	2118.61730228	0.96089307	2170.55933857	1.00397968	2185.69786040	0.98256146	2200.06537620		2257.34593218	1.02926880	2273.07546583		2288.02081535		2351.33869663		2367.70076050		2383.25889064		2453.50961024	0.99413526	2470.49939999	
1945.96557886	1.07357320	1959.55845244	1.25628001	1972.47026183	0.83283493	2015.49740684	0.92938958	2029.57770022	0.91878013	2042.98799181	0.97512543	2090.16742980	0.98150502	2104.74994656	0.91186245	2118.62344228	0.95427982	2170.56637757	1.00430107	2185.70458040	0.97837016	2200.07175920	0.99803605	2257.35324618	1.01351053	2273.08245083	1.00059154	2288.02745135		2351.34630963		2367.70803250		2383.26579464		2453.51754424	0.98077863	2470.50697999	
1945.97190286	1.08111166	1959.56449044	1.23883844	1972.47599583	0.83949387	2015.50395384	0.92623472	2029.58395023	0.91304317	2042.99392681	0.96821413	2090.17421380	0.96940271	2104.75642356	0.90927535	2118.62958228	0.95852480	2170.57341557	0.99998977	2185.71130040	0.98899802	2200.07814220	1.01196853	2257.36056018	1.01012180	2273.08943483	1.00565615	2288.03408635		2351.35392163	1.04304498	2367.71530450		2383.27269864		2453.52547824	0.98087802	2470.51455999	
1945.97822686	1.11102875	1959.57052844	1.22336651	1972.48173083	0.85489843	2015.51049984	0.93650982	2029.59019923	0.91152520	2042.99986081	0.97413751	2090.18099680	0.97259790	2104.76290056	0.91499762	2118.63572228	0.95447219	2170.58045257	1.00311327	2185.71801940	0.98973935	2200.08452520	1.01057294	2257.36787318	1.01704470	2273.09641983	0.99933339	2288.04072135	0.98968100	2351.36153463	1.08878794	2367.72257550		2383.27960164		2453.53341224	0.97091908	2470.52213999	
1945.98455086	1.12806548	1959.57656644	1.18913624	1972.48746583	0.86564712	2015.51704684	0.95256925	2029.59644923	0.91103258	2043.00579481	0.96607446	2090.18777980	0.96965643	2104.76937756	0.92103233	2118.64186228	0.95664981	2170.58749057	1.00125111	2185.72473940	0.99080608	2200.09090820	1.01359356	2257.37518718	1.01929895	2273.10340483	0.99816192	2288.04735635	0.98677289	2351.36914663	1.09152607	2367.72984650	1.22748321	2383.28650464		2453.54134624	0.97322746	2470.52971999	0.98902307
1945.99087486	1.13929645	1959.58260444	1.18550041	1972.49319983	0.87066095	2015.52359284	0.95110051	2029.60269823	0.91954643	2043.01172881	0.97884607	2090.19456380	0.97624707	2104.77585456	0.92686948	2118.64800128	0.96200751	2170.59452857	1.00550155	2185.73145940	0.99387055	2200.09729120	1.00996180	2257.38250018	1.01666322	2273.11038883	0.99545473	2288.05399035	0.99444065	2351.37675863	1.08499117	2367.73711750	1.21427373	2383.29340764	1.02438334	2453.54927924	0.98366928	2470.53729899	1.00347915
