freqO0C1	fluxO0C1	freqO0C2	fluxO0C2	freqO0C3	fluxO0C3	freqO1C1	fluxO1C1	freqO1C2	fluxO1C2	freqO1C3	fluxO1C3	freqO2C1	fluxO2C1	freqO2C2	fluxO2C2	freqO2C3	fluxO2C3	freqO3C1	fluxO3C1	freqO3C2	fluxO3C2	freqO3C3	fluxO3C3	freqO4C1	fluxO4C1	freqO4C2	fluxO4C2	freqO4C3	fluxO4C3	freqO5C1	fluxO5C1	freqO5C2	fluxO5C2	freqO5C3	fluxO5C3	freqO6C1	fluxO6C1	freqO6C2	fluxO6C2
1945.92302160		1959.51592406		1972.43364466		2015.45101508		2029.53384252		2042.90075821		2090.11572622		2104.70818058		2118.56324526		2170.49958796		2185.64401500		2200.02289811		2257.30335973		2273.03141647		2287.98350351		2351.29376621		2367.66332296		2383.22078817		2453.41561249		2470.45748950	
1945.92934760		1959.52196306		1972.43938066		2015.45756308		2029.54009352		2042.90669521		2090.12251122		2104.71465958		2118.56938726		2170.50662796		2185.65073700		2200.02928311		2257.31067473		2273.03840247		2287.99014051		2351.30137921		2367.67059496		2383.22769316		2453.42354949		2470.46506550	
1945.93567260	1.49638450	1959.52800306		1972.44511666		2015.46411108		2029.54634452		2042.91263221		2090.12929622		2104.72113758		2118.57552926		2170.51366796		2185.65745900		2200.03566711		2257.31798873		2273.04538847		2287.99677651		2351.30899322		2367.67786796		2383.23459717		2453.43148649		2470.47264249	
1945.94199760	1.02184723	1959.53404206		1972.45085166	0.93792146	2015.47065808	0.92318833	2029.55259552	0.94229197	2042.91856821		2090.13608122		2104.72761558		2118.58167126		2170.52070796		2185.66418101		2200.04205211		2257.32530373		2273.05237447		2288.00341251		2351.31660621		2367.68513996		2383.24150117		2453.43942449		2470.48021849	
1945.94832260	1.03864439	1959.54008106	1.08533159	1972.45658766	0.92015060	2015.47720608	0.91332689	2029.55884652	0.95695615	2042.92450521	0.96417387	2090.14286522		2104.73409358	0.97396527	2118.58781326		2170.52774795		2185.67090301		2200.04843711		2257.33261773		2273.05936047		2288.01004851		2351.32421922		2367.69241196		2383.24840516		2453.44736149		2470.48779449	
1945.95464760	1.04235180	1959.54612106	1.08066011	1972.46232366	0.92580212	2015.48375308	0.92491340	2029.56509752	0.96207636	2042.93044121	0.99025654	2090.14965022	0.99854823	2104.74057058	0.97073119	2118.59395526		2170.53478696		2185.67762400	0.98262262	2200.05482111		2257.33993173		2273.06634647		2288.01668451		2351.33183221		2367.69968396		2383.25530917		2453.45529749		2470.49537150	
1945.96097260	1.05157518	1959.55216006	1.05608984	1972.46805866	0.94559712	2015.49030008	0.93142483	2029.57134752	0.94937649	2042.93637821	0.97241497	2090.15643422	0.99269226	2104.74704858	0.97524687	2118.60009626	0.99800871	2170.54182696	1.00911791	2185.68434501	0.98178364	2200.06120511		2257.34724573	1.01547717	2273.07333247		2288.02331951		2351.33944522		2367.70695596		2383.26221317		2453.46323449		2470.50294649	
1945.96729660	1.07264395	1959.55819906	1.07225272	1972.47379366	0.94491244	2015.49684708	0.93950276	2029.57759852	0.95748581	2042.94231421	0.98429568	2090.16321822	0.99700099	2104.75352558	0.97196517	2118.60623826	0.98933899	2170.54886596	1.01901578	2185.69106701	0.98559149	2200.06758911	1.01060316	2257.35455973	0.99386962	2273.08031747	1.00422732	2288.02995551		2351.34705821		2367.71422796		2383.26911617		2453.47117049	1.02716928	2470.51052249	
1945.97362160	1.08802244	1959.56423706	1.04725541	1972.47952866	0.93744852	2015.50339408	0.93915446	2029.58384852	0.95225944	2042.94825021	0.98334198	2090.17000222	0.99356086	2104.76000358	0.97721081	2118.61237926	0.98946851	2170.55590496	1.01604026	2185.69778800	0.98752034	2200.07397311	1.01405538	2257.36187373	0.99411671	2273.08730247	1.00164234	2288.03659051	1.00733655	2351.35467022	1.04613608	2367.72149896		2383.27601916		2453.47910749	1.02113379	2470.51809849	
1945.97994560	1.11039944	1959.57027606	1.06372559	1972.48526366	0.94501529	2015.50994108	0.96299952	2029.59009852	0.95728318	2042.95418521	0.98713685	2090.17678622	0.99582171	2104.76648058	0.97569212	2118.61852026	0.99380849	2170.56294395	1.00363762	2185.70450901	0.98988862	2200.08035711	0.99711277	2257.36918673	0.99644554	2273.09428747	1.00539522	2288.04322551	0.98882845	2351.36228321	1.04809561	2367.72877096	1.03472194	2383.28292316		2453.48704349	0.99184133	2470.52567349	
1945.98626960	1.12622475	1959.57631406	1.04605028	1972.49099866	0.93500218	2015.51648808	0.95553916	2029.59634852	0.95818374	2042.96012121	0.97973557	2090.18357022	0.99770195	2104.77295758	0.97674478	2118.62466126	0.99979169	2170.56998295	1.01261289	2185.71122900	0.97939944	2200.08674011	1.00289099	2257.37650073	1.00056982	2273.10127247	1.00758292	2288.04986051	0.99185928	2351.36989521	1.03963875	2367.73604196	1.07678163	2383.28982616		2453.49497949	1.02363069	2470.53324849	1.00446999
1945.99259460	1.13725550	1959.58235306	1.04754834	1972.49673266	0.95545111	2015.52303408	0.96812742	2029.60259852	0.96041562	2042.96605721	0.98321980	2090.19035322	0.99357554	2104.77943458	0.98058219	2118.63080226	0.99919919	2170.57702195	1.01555260	2185.71795001	0.99085940	2200.09312411	0.99575787	2257.38381373	0.99462684	2273.10825747	1.00847346	2288.05649551	1.00557161	2351.37750722	1.04650099	2367.74331296	1.05533250	2383.29672816	0.95626293	2453.50291549	1.01969444	2470.54082350	0.98664237
1945.99891860	1.16289455	1959.58839106	1.03395798	1972.50246766	0.95956699	2015.52958108	0.98017575	2029.60884852	0.96750217	2042.97199221	0.97903782	2090.19713722	0.99916641	2104.78591158	0.98136964	2118.63694226	0.98908378	2170.58406096	1.01681403	2185.72467001	0.98663874	2200.09950711	1.00334993	2257.39112673	0.99505068	2273.11524247	0.99364599	2288.06313051	0.99765726	2351.38511922	1.02814518	2367.75058396	1.06227695	2383.30363116	0.95771185	2453.51085149	1.03058706	2470.54839850	1.01928588
1946.00524260	1.17670358	1959.59442906	1.03758730	1972.50820166	0.95870867	2015.53612708	0.97882128	2029.61509752	0.96299625	2042.97792721	0.97683861	2090.20392022	0.99103452	2104.79238758	0.98313576	2118.64308326	0.98393558	2170.59109895	1.01272769	2185.73139101	0.98740608	2200.10589011	1.00544988	2257.39843973	0.98820726	2273.12222647	1.00255595	2288.06976451	0.99342510	2351.39273121	1.01965817	2367.75785496	1.04299960	2383.31053316	0.98126731	2453.51878649	1.01581794	2470.55597350	0.96435351
1946.01156560	1.17400564	1959.60046706	1.02919813	1972.51393566	0.95541249	2015.54267308	0.99870826	2029.62134752	0.96639397	2042.98386221	0.97776348	2090.21070322	0.99407711	2104.79886458	0.98057157	2118.64922326	0.97666697	2170.59813795	1.01109412	2185.73811101	0.98233177	2200.11227311	0.99075038	2257.40575273	0.99502563	2273.12921047	1.01385397	2288.07639851	0.99654783	2351.40034321	1.03206408	2367.76512496	1.04535402	2383.31743616	0.97290798	2453.52672249	1.01572718	2470.56354849	1.02466537
1946.01788960	1.16897318	1959.60650506	1.03403150	1972.51967066	0.96015171	2015.54921908	1.01314835	2029.62759652	0.96521020	2042.98979721	0.97735906	2090.21748622	0.98735307	2104.80534058	0.98258568	2118.65536326	0.98925934	2170.60517596	1.00518038	2185.74483100	0.98734972	2200.11865611	0.99633599	2257.41306573	0.99299414	2273.13619547	0.99387178	2288.08303351	1.00208095	2351.40795421	1.01676237	2367.77239596	1.03397227	2383.32433816	0.95863821	2453.53465749	1.01822478	2470.57112250	1.00191215
